detail_id,order_id,item_id,quantity,unit_price,subtotal,notes
DTL01572,ORD00956,ITEM012,1,51000,51000,
DTL01573,ORD00957,ITEM031,1,21000,21000,
DTL01574,ORD00958,ITEM011,1,49000,49000,
DTL01575,ORD00959,ITEM049,1,28000,28000,
DTL01576,ORD00960,ITEM038,2,39000,78000,
DTL01577,ORD00961,ITEM052,2,56000,112000,
DTL01578,ORD00962,ITEM054,1,65000,65000,
DTL01579,ORD00962,ITEM009,1,24000,24000,
DTL01580,ORD00963,ITEM006,1,50000,50000,tanpa gula
DTL01581,ORD00963,ITEM053,2,68000,136000,
DTL01582,ORD00964,ITEM004,2,29000,58000,
DTL01583,ORD00965,ITEM029,1,37000,37000,
DTL01584,ORD00966,ITEM030,1,27000,27000,
DTL01585,ORD00967,ITEM049,1,28000,28000,
DTL01586,ORD00968,ITEM025,1,41000,41000,
DTL01587,ORD00968,ITEM051,1,49000,49000,
DTL01588,ORD00968,ITEM046,1,29000,29000,
DTL01589,ORD00969,ITEM049,1,28000,28000,tanpa gula
DTL01590,ORD00970,ITEM035,2,30000,60000,
DTL01591,ORD00970,ITEM036,1,25000,25000,tanpa gula
DTL01592,ORD00971,ITEM041,1,26000,26000,
DTL01593,ORD00971,ITEM009,1,24000,24000,
DTL01594,ORD00971,ITEM066,1,45000,45000,
DTL01595,ORD00972,ITEM041,3,26000,78000,
DTL01596,ORD00973,ITEM044,1,39000,39000,
DTL01597,ORD00973,ITEM008,1,36000,36000,
DTL01598,ORD00974,ITEM061,1,59000,59000,
DTL01599,ORD00975,ITEM067,1,63000,63000,
DTL01600,ORD00975,ITEM042,1,33000,33000,
DTL01601,ORD00975,ITEM031,3,21000,63000,
DTL01602,ORD00976,ITEM063,1,67000,67000,
DTL01603,ORD00977,ITEM075,1,29000,29000,
DTL01604,ORD00978,ITEM036,3,25000,75000,
DTL01605,ORD00978,ITEM012,1,51000,51000,
DTL01606,ORD00978,ITEM054,1,65000,65000,
DTL01607,ORD00979,ITEM040,1,24000,24000,
DTL01608,ORD00980,ITEM019,1,47000,47000,
DTL01609,ORD00980,ITEM074,1,27000,27000,
DTL01610,ORD00980,ITEM047,1,20000,20000,
DTL01611,ORD00981,ITEM052,1,56000,56000,
DTL01612,ORD00982,ITEM043,1,27000,27000,
DTL01613,ORD00982,ITEM041,1,26000,26000,
DTL01614,ORD00982,ITEM055,1,52000,52000,
DTL01615,ORD00983,ITEM059,1,73000,73000,
DTL01616,ORD00983,ITEM032,2,27000,54000,
DTL01617,ORD00984,ITEM054,1,65000,65000,
DTL01618,ORD00984,ITEM068,1,39000,39000,dingin
DTL01619,ORD00985,ITEM057,1,72000,72000,
DTL01620,ORD00986,ITEM015,2,50000,100000,tanpa susu
DTL01621,ORD00987,ITEM013,1,40000,40000,
DTL01622,ORD00987,ITEM007,1,24000,24000,no ice
DTL01623,ORD00987,ITEM055,1,52000,52000,
DTL01624,ORD00988,ITEM004,1,29000,29000,
DTL01625,ORD00988,ITEM069,1,60000,60000,tanpa susu
DTL01626,ORD00988,ITEM028,1,27000,27000,
DTL01627,ORD00989,ITEM056,1,51000,51000,
DTL01628,ORD00990,ITEM042,1,33000,33000,
DTL01629,ORD00990,ITEM043,1,27000,27000,panas
DTL01630,ORD00990,ITEM071,1,26000,26000,
DTL01631,ORD00991,ITEM007,1,24000,24000,
DTL01632,ORD00991,ITEM043,1,27000,27000,
DTL01633,ORD00992,ITEM052,1,56000,56000,
DTL01634,ORD00992,ITEM060,1,73000,73000,
DTL01635,ORD00993,ITEM038,2,39000,78000,
DTL01636,ORD00994,ITEM022,1,52000,52000,
DTL01637,ORD00995,ITEM016,1,40000,40000,
DTL01638,ORD00995,ITEM074,1,27000,27000,
DTL01639,ORD00996,ITEM058,1,52000,52000,
DTL01640,ORD00997,ITEM024,1,27000,27000,tambah whip cream
DTL01641,ORD00997,ITEM030,1,27000,27000,
DTL01642,ORD00998,ITEM030,1,27000,27000,
DTL01643,ORD00998,ITEM004,1,29000,29000,
DTL01644,ORD00999,ITEM045,1,36000,36000,
DTL01645,ORD00999,ITEM051,1,49000,49000,
DTL01646,ORD01000,ITEM069,2,60000,120000,
DTL01647,ORD01001,ITEM056,1,51000,51000,
DTL01648,ORD01001,ITEM005,1,28000,28000,
DTL01649,ORD01001,ITEM072,1,18000,18000,less ice
DTL01650,ORD01001,ITEM012,1,51000,51000,
DTL01651,ORD01002,ITEM002,1,40000,40000,
DTL01652,ORD01003,ITEM078,1,18000,18000,
DTL01653,ORD01004,ITEM050,1,27000,27000,
DTL01654,ORD01005,ITEM006,1,50000,50000,
DTL01655,ORD01005,ITEM045,1,36000,36000,
DTL01656,ORD01006,ITEM004,1,29000,29000,
DTL01657,ORD01006,ITEM064,1,38000,38000,tanpa gula
DTL01658,ORD01006,ITEM073,1,22000,22000,
DTL01659,ORD01006,ITEM054,1,65000,65000,
DTL01660,ORD01007,ITEM037,2,27000,54000,no ice
DTL01661,ORD01008,ITEM040,1,24000,24000,gula sedikit
DTL01662,ORD01009,ITEM058,1,52000,52000,
DTL01663,ORD01010,ITEM037,2,27000,54000,
DTL01664,ORD01011,ITEM080,1,34000,34000,
DTL01665,ORD01011,ITEM010,1,35000,35000,no ice
DTL01666,ORD01012,ITEM054,2,65000,130000,
DTL01667,ORD01012,ITEM034,1,30000,30000,
DTL01668,ORD01013,ITEM034,1,30000,30000,tambah whip cream
DTL01669,ORD01013,ITEM018,2,29000,58000,
DTL01670,ORD01014,ITEM009,1,24000,24000,
DTL01671,ORD01015,ITEM078,1,18000,18000,less ice
DTL01672,ORD01016,ITEM012,1,51000,51000,tambah whip cream
DTL01673,ORD01017,ITEM049,2,28000,56000,
DTL01674,ORD01018,ITEM030,2,27000,54000,
DTL01675,ORD01018,ITEM019,1,47000,47000,
DTL01676,ORD01019,ITEM044,1,39000,39000,
DTL01677,ORD01019,ITEM037,2,27000,54000,
DTL01678,ORD01020,ITEM038,1,39000,39000,
DTL01679,ORD01021,ITEM042,1,33000,33000,
DTL01680,ORD01021,ITEM075,1,29000,29000,tanpa susu
DTL01681,ORD01021,ITEM061,1,59000,59000,
DTL01682,ORD01022,ITEM078,1,18000,18000,
DTL01683,ORD01023,ITEM042,1,33000,33000,
DTL01684,ORD01023,ITEM043,1,27000,27000,
DTL01685,ORD01023,ITEM063,1,67000,67000,
DTL01686,ORD01023,ITEM036,1,25000,25000,
DTL01687,ORD01024,ITEM012,1,51000,51000,
DTL01688,ORD01024,ITEM041,1,26000,26000,
DTL01689,ORD01024,ITEM072,1,18000,18000,panas
DTL01690,ORD01025,ITEM035,1,30000,30000,
DTL01691,ORD01026,ITEM041,1,26000,26000,
DTL01692,ORD01027,ITEM055,1,52000,52000,
DTL01693,ORD01027,ITEM022,1,52000,52000,
DTL01694,ORD01028,ITEM056,1,51000,51000,
DTL01695,ORD01028,ITEM069,1,60000,60000,
DTL01696,ORD01028,ITEM004,1,29000,29000,
DTL01697,ORD01029,ITEM052,1,56000,56000,
DTL01698,ORD01030,ITEM031,2,21000,42000,tanpa gula
DTL01699,ORD01031,ITEM077,2,23000,46000,
DTL01700,ORD01032,ITEM076,1,28000,28000,tanpa susu
DTL01701,ORD01033,ITEM031,1,21000,21000,
DTL01702,ORD01034,ITEM028,1,27000,27000,
DTL01703,ORD01034,ITEM024,1,27000,27000,
DTL01704,ORD01035,ITEM069,1,60000,60000,
DTL01705,ORD01036,ITEM025,1,41000,41000,
DTL01706,ORD01036,ITEM006,1,50000,50000,
DTL01707,ORD01037,ITEM053,1,68000,68000,
DTL01708,ORD01037,ITEM059,1,73000,73000,
DTL01709,ORD01037,ITEM038,2,39000,78000,
DTL01710,ORD01038,ITEM031,1,21000,21000,
DTL01711,ORD01039,ITEM035,2,30000,60000,
DTL01712,ORD01040,ITEM037,1,27000,27000,
DTL01713,ORD01040,ITEM022,1,52000,52000,
DTL01714,ORD01040,ITEM013,1,40000,40000,
DTL01715,ORD01041,ITEM046,2,29000,58000,
DTL01716,ORD01042,ITEM066,1,45000,45000,
DTL01717,ORD01043,ITEM072,1,18000,18000,
DTL01718,ORD01043,ITEM063,1,67000,67000,
DTL01719,ORD01043,ITEM075,1,29000,29000,extra hot
DTL01720,ORD01044,ITEM042,1,33000,33000,
DTL01721,ORD01044,ITEM058,1,52000,52000,
DTL01722,ORD01045,ITEM032,3,27000,81000,
DTL01723,ORD01045,ITEM001,1,29000,29000,
DTL01724,ORD01046,ITEM051,2,49000,98000,dingin
DTL01725,ORD01046,ITEM055,1,52000,52000,
DTL01726,ORD01047,ITEM037,2,27000,54000,
DTL01727,ORD01047,ITEM034,1,30000,30000,dingin
DTL01728,ORD01048,ITEM034,1,30000,30000,
DTL01729,ORD01048,ITEM037,1,27000,27000,
DTL01730,ORD01049,ITEM071,2,26000,52000,
DTL01731,ORD01050,ITEM055,1,52000,52000,
DTL01732,ORD01051,ITEM027,1,35000,35000,
DTL01733,ORD01051,ITEM051,1,49000,49000,
DTL01734,ORD01052,ITEM024,1,27000,27000,
DTL01735,ORD01052,ITEM007,1,24000,24000,
DTL01736,ORD01052,ITEM001,1,29000,29000,ekstra creamer
DTL01737,ORD01053,ITEM011,3,49000,147000,
DTL01738,ORD01054,ITEM010,1,35000,35000,
DTL01739,ORD01054,ITEM043,2,27000,54000,
DTL01740,ORD01055,ITEM069,1,60000,60000,
DTL01741,ORD01055,ITEM066,1,45000,45000,
DTL01742,ORD01056,ITEM068,1,39000,39000,
DTL01743,ORD01057,ITEM043,1,27000,27000,
DTL01744,ORD01057,ITEM050,1,27000,27000,
DTL01745,ORD01058,ITEM058,1,52000,52000,
DTL01746,ORD01059,ITEM049,1,28000,28000,
DTL01747,ORD01060,ITEM050,1,27000,27000,panas
DTL01748,ORD01061,ITEM002,1,40000,40000,
DTL01749,ORD01062,ITEM074,1,27000,27000,
DTL01750,ORD01063,ITEM044,1,39000,39000,
DTL01751,ORD01063,ITEM078,1,18000,18000,
DTL01752,ORD01063,ITEM067,1,63000,63000,
DTL01753,ORD01064,ITEM005,2,28000,56000,
DTL01754,ORD01065,ITEM063,1,67000,67000,
DTL01755,ORD01066,ITEM007,3,24000,72000,
DTL01756,ORD01066,ITEM073,1,22000,22000,
DTL01757,ORD01067,ITEM002,1,40000,40000,
DTL01758,ORD01067,ITEM062,2,44000,88000,
DTL01759,ORD01068,ITEM025,1,41000,41000,
DTL01760,ORD01069,ITEM041,3,26000,78000,
DTL01761,ORD01070,ITEM042,1,33000,33000,
DTL01762,ORD01071,ITEM012,1,51000,51000,
DTL01763,ORD01071,ITEM009,2,24000,48000,
DTL01764,ORD01071,ITEM025,1,41000,41000,gula sedikit
DTL01765,ORD01072,ITEM059,1,73000,73000,
DTL01766,ORD01072,ITEM033,1,39000,39000,
DTL01767,ORD01073,ITEM031,1,21000,21000,
DTL01768,ORD01073,ITEM006,1,50000,50000,
DTL01769,ORD01074,ITEM013,1,40000,40000,
DTL01770,ORD01075,ITEM005,1,28000,28000,
DTL01771,ORD01076,ITEM019,2,47000,94000,dingin
DTL01772,ORD01076,ITEM040,1,24000,24000,
DTL01773,ORD01077,ITEM043,1,27000,27000,
DTL01774,ORD01078,ITEM017,1,36000,36000,
DTL01775,ORD01079,ITEM011,2,49000,98000,
DTL01776,ORD01079,ITEM080,1,34000,34000,
DTL01777,ORD01079,ITEM045,2,36000,72000,
DTL01778,ORD01080,ITEM001,1,29000,29000,
DTL01779,ORD01080,ITEM015,1,50000,50000,
DTL01780,ORD01080,ITEM071,1,26000,26000,panas
DTL01781,ORD01081,ITEM018,1,29000,29000,gula sedikit
DTL01782,ORD01082,ITEM036,1,25000,25000,
DTL01783,ORD01083,ITEM043,1,27000,27000,ekstra creamer
DTL01784,ORD01083,ITEM041,1,26000,26000,
DTL01785,ORD01083,ITEM037,1,27000,27000,extra hot
DTL01786,ORD01084,ITEM006,1,50000,50000,
DTL01787,ORD01085,ITEM016,1,40000,40000,
DTL01788,ORD01085,ITEM002,1,40000,40000,
DTL01789,ORD01086,ITEM031,2,21000,42000,
DTL01790,ORD01087,ITEM063,1,67000,67000,
DTL01791,ORD01087,ITEM007,1,24000,24000,less sugar
DTL01792,ORD01087,ITEM038,1,39000,39000,
DTL01793,ORD01088,ITEM069,1,60000,60000,
DTL01794,ORD01088,ITEM077,1,23000,23000,
DTL01795,ORD01089,ITEM019,1,47000,47000,
DTL01796,ORD01090,ITEM076,1,28000,28000,
DTL01797,ORD01090,ITEM038,1,39000,39000,
DTL01798,ORD01091,ITEM077,1,23000,23000,less sugar
DTL01799,ORD01091,ITEM029,1,37000,37000,
DTL01800,ORD01092,ITEM062,1,44000,44000,
DTL01801,ORD01092,ITEM038,1,39000,39000,
DTL01802,ORD01093,ITEM053,1,68000,68000,
DTL01803,ORD01093,ITEM069,1,60000,60000,
DTL01804,ORD01093,ITEM036,1,25000,25000,
DTL01805,ORD01094,ITEM064,1,38000,38000,
DTL01806,ORD01095,ITEM066,2,45000,90000,
DTL01807,ORD01095,ITEM032,1,27000,27000,
DTL01808,ORD01095,ITEM012,1,51000,51000,
DTL01809,ORD01095,ITEM051,2,49000,98000,
DTL01810,ORD01096,ITEM033,2,39000,78000,
DTL01811,ORD01096,ITEM060,1,73000,73000,
DTL01812,ORD01097,ITEM004,3,29000,87000,
DTL01813,ORD01097,ITEM013,1,40000,40000,
DTL01814,ORD01098,ITEM008,1,36000,36000,
DTL01815,ORD01099,ITEM063,1,67000,67000,
DTL01816,ORD01099,ITEM024,1,27000,27000,
DTL01817,ORD01100,ITEM033,1,39000,39000,
DTL01818,ORD01100,ITEM010,1,35000,35000,
DTL01819,ORD01101,ITEM033,1,39000,39000,
DTL01820,ORD01101,ITEM066,1,45000,45000,
DTL01821,ORD01102,ITEM078,1,18000,18000,
DTL01822,ORD01103,ITEM058,1,52000,52000,
DTL01823,ORD01103,ITEM019,2,47000,94000,
DTL01824,ORD01104,ITEM051,1,49000,49000,
DTL01825,ORD01104,ITEM077,1,23000,23000,
DTL01826,ORD01105,ITEM076,1,28000,28000,
DTL01827,ORD01105,ITEM022,1,52000,52000,
DTL01828,ORD01106,ITEM004,1,29000,29000,
DTL01829,ORD01106,ITEM011,2,49000,98000,
DTL01830,ORD01107,ITEM004,1,29000,29000,tanpa gula
DTL01831,ORD01108,ITEM080,2,34000,68000,
DTL01832,ORD01109,ITEM043,1,27000,27000,
DTL01833,ORD01109,ITEM074,1,27000,27000,
DTL01834,ORD01110,ITEM051,1,49000,49000,
DTL01835,ORD01111,ITEM075,3,29000,87000,
DTL01836,ORD01111,ITEM035,1,30000,30000,
DTL01837,ORD01112,ITEM032,1,27000,27000,
DTL01838,ORD01113,ITEM008,1,36000,36000,
DTL01839,ORD01114,ITEM040,3,24000,72000,
DTL01840,ORD01115,ITEM009,1,24000,24000,
DTL01841,ORD01116,ITEM025,1,41000,41000,ekstra creamer
DTL01842,ORD01117,ITEM006,2,50000,100000,
DTL01843,ORD01118,ITEM035,1,30000,30000,
DTL01844,ORD01119,ITEM046,1,29000,29000,
DTL01845,ORD01120,ITEM055,1,52000,52000,
DTL01846,ORD01120,ITEM036,1,25000,25000,tanpa gula
DTL01847,ORD01121,ITEM008,1,36000,36000,panas
DTL01848,ORD01121,ITEM044,3,39000,117000,
DTL01849,ORD01122,ITEM022,2,52000,104000,
DTL01850,ORD01123,ITEM012,1,51000,51000,
DTL01851,ORD01124,ITEM011,2,49000,98000,
DTL01852,ORD01125,ITEM077,1,23000,23000,
DTL01853,ORD01125,ITEM002,2,40000,80000,less sugar
DTL01854,ORD01126,ITEM056,1,51000,51000,
DTL01855,ORD01127,ITEM058,1,52000,52000,
DTL01856,ORD01127,ITEM055,2,52000,104000,
DTL01857,ORD01128,ITEM071,1,26000,26000,
DTL01858,ORD01129,ITEM066,1,45000,45000,
DTL01859,ORD01130,ITEM060,2,73000,146000,
DTL01860,ORD01131,ITEM006,1,50000,50000,
DTL01861,ORD01132,ITEM058,2,52000,104000,
DTL01862,ORD01133,ITEM033,1,39000,39000,
DTL01863,ORD01133,ITEM038,1,39000,39000,
DTL01864,ORD01133,ITEM051,1,49000,49000,
DTL01865,ORD01134,ITEM006,1,50000,50000,less sugar
DTL01866,ORD01134,ITEM016,1,40000,40000,panas
DTL01867,ORD01135,ITEM006,1,50000,50000,
DTL01868,ORD01136,ITEM074,3,27000,81000,
DTL01869,ORD01136,ITEM055,1,52000,52000,
DTL01870,ORD01137,ITEM061,2,59000,118000,
DTL01871,ORD01137,ITEM056,2,51000,102000,
DTL01872,ORD01138,ITEM037,1,27000,27000,
DTL01873,ORD01138,ITEM022,1,52000,52000,
DTL01874,ORD01139,ITEM034,1,30000,30000,
DTL01875,ORD01139,ITEM044,1,39000,39000,
DTL01876,ORD01140,ITEM061,3,59000,177000,
DTL01877,ORD01141,ITEM054,1,65000,65000,tambah whip cream
DTL01878,ORD01142,ITEM017,1,36000,36000,
DTL01879,ORD01142,ITEM022,2,52000,104000,
DTL01880,ORD01142,ITEM063,1,67000,67000,
DTL01881,ORD01143,ITEM010,2,35000,70000,
DTL01882,ORD01144,ITEM047,3,20000,60000,
DTL01883,ORD01144,ITEM051,1,49000,49000,
DTL01884,ORD01145,ITEM006,2,50000,100000,
DTL01885,ORD01146,ITEM057,1,72000,72000,
DTL01886,ORD01147,ITEM009,1,24000,24000,
DTL01887,ORD01148,ITEM028,2,27000,54000,
DTL01888,ORD01149,ITEM003,2,37000,74000,
DTL01889,ORD01150,ITEM060,1,73000,73000,
DTL01890,ORD01150,ITEM018,1,29000,29000,
DTL01891,ORD01151,ITEM009,1,24000,24000,
DTL01892,ORD01151,ITEM040,1,24000,24000,
DTL01893,ORD01151,ITEM003,1,37000,37000,
DTL01894,ORD01152,ITEM059,1,73000,73000,
DTL01895,ORD01152,ITEM015,1,50000,50000,
DTL01896,ORD01152,ITEM068,2,39000,78000,
DTL01897,ORD01153,ITEM075,3,29000,87000,
DTL01898,ORD01154,ITEM080,1,34000,34000,
DTL01899,ORD01155,ITEM013,1,40000,40000,
DTL01900,ORD01156,ITEM022,2,52000,104000,
DTL01901,ORD01157,ITEM078,1,18000,18000,
DTL01902,ORD01157,ITEM029,2,37000,74000,
DTL01903,ORD01157,ITEM015,1,50000,50000,
DTL01904,ORD01158,ITEM075,1,29000,29000,
DTL01905,ORD01158,ITEM028,1,27000,27000,
DTL01906,ORD01158,ITEM080,1,34000,34000,less sugar
DTL01907,ORD01159,ITEM008,1,36000,36000,panas
DTL01908,ORD01160,ITEM022,1,52000,52000,
DTL01909,ORD01161,ITEM054,1,65000,65000,
DTL01910,ORD01161,ITEM002,1,40000,40000,
DTL01911,ORD01161,ITEM050,1,27000,27000,
DTL01912,ORD01162,ITEM006,1,50000,50000,
DTL01913,ORD01162,ITEM078,1,18000,18000,
DTL01914,ORD01162,ITEM041,2,26000,52000,extra shot
DTL01915,ORD01163,ITEM038,3,39000,117000,
DTL01916,ORD01163,ITEM074,1,27000,27000,
DTL01917,ORD01164,ITEM005,1,28000,28000,
DTL01918,ORD01164,ITEM064,2,38000,76000,
DTL01919,ORD01164,ITEM012,1,51000,51000,
DTL01920,ORD01165,ITEM068,1,39000,39000,
DTL01921,ORD01166,ITEM024,1,27000,27000,
DTL01922,ORD01166,ITEM018,1,29000,29000,
DTL01923,ORD01167,ITEM041,2,26000,52000,
DTL01924,ORD01168,ITEM017,1,36000,36000,extra shot
DTL01925,ORD01169,ITEM019,1,47000,47000,
DTL01926,ORD01170,ITEM034,1,30000,30000,tanpa susu
DTL01927,ORD01170,ITEM030,2,27000,54000,
DTL01928,ORD01171,ITEM071,2,26000,52000,
DTL01929,ORD01171,ITEM028,1,27000,27000,
DTL01930,ORD01172,ITEM074,1,27000,27000,
DTL01931,ORD01173,ITEM049,1,28000,28000,
DTL01932,ORD01174,ITEM010,1,35000,35000,
DTL01933,ORD01174,ITEM016,1,40000,40000,
DTL01934,ORD01174,ITEM071,1,26000,26000,
DTL01935,ORD01175,ITEM049,2,28000,56000,
DTL01936,ORD01176,ITEM062,1,44000,44000,
DTL01937,ORD01177,ITEM012,1,51000,51000,
DTL01938,ORD01177,ITEM005,1,28000,28000,ekstra creamer
DTL01939,ORD01177,ITEM053,1,68000,68000,
DTL01940,ORD01178,ITEM075,1,29000,29000,tanpa gula
DTL01941,ORD01179,ITEM049,2,28000,56000,
DTL01942,ORD01180,ITEM075,3,29000,87000,dingin
DTL01943,ORD01180,ITEM051,1,49000,49000,
DTL01944,ORD01181,ITEM045,3,36000,108000,no ice
DTL01945,ORD01182,ITEM055,1,52000,52000,no ice
DTL01946,ORD01182,ITEM035,3,30000,90000,
DTL01947,ORD01183,ITEM032,1,27000,27000,
DTL01948,ORD01184,ITEM072,1,18000,18000,ekstra creamer
DTL01949,ORD01185,ITEM001,1,29000,29000,
DTL01950,ORD01186,ITEM015,1,50000,50000,
DTL01951,ORD01186,ITEM019,1,47000,47000,
DTL01952,ORD01187,ITEM061,1,59000,59000,
DTL01953,ORD01188,ITEM028,2,27000,54000,
DTL01954,ORD01188,ITEM029,1,37000,37000,
DTL01955,ORD01189,ITEM012,1,51000,51000,
DTL01956,ORD01190,ITEM064,1,38000,38000,
DTL01957,ORD01190,ITEM017,1,36000,36000,
DTL01958,ORD01190,ITEM069,1,60000,60000,
DTL01959,ORD01191,ITEM027,1,35000,35000,
DTL01960,ORD01191,ITEM013,1,40000,40000,
DTL01961,ORD01192,ITEM037,1,27000,27000,tambah whip cream
DTL01962,ORD01193,ITEM073,1,22000,22000,
DTL01963,ORD01193,ITEM034,1,30000,30000,
DTL01964,ORD01194,ITEM064,1,38000,38000,
DTL01965,ORD01194,ITEM001,1,29000,29000,
DTL01966,ORD01194,ITEM029,1,37000,37000,
DTL01967,ORD01195,ITEM004,2,29000,58000,
DTL01968,ORD01196,ITEM005,2,28000,56000,
DTL01969,ORD01197,ITEM032,1,27000,27000,
DTL01970,ORD01198,ITEM006,1,50000,50000,panas
DTL01971,ORD01198,ITEM031,2,21000,42000,
DTL01972,ORD01199,ITEM012,1,51000,51000,
DTL01973,ORD01199,ITEM003,2,37000,74000,ekstra creamer
DTL01974,ORD01199,ITEM024,1,27000,27000,
DTL01975,ORD01200,ITEM031,1,21000,21000,no ice
DTL01976,ORD01200,ITEM001,1,29000,29000,
DTL01977,ORD01201,ITEM025,1,41000,41000,
DTL01978,ORD01202,ITEM016,1,40000,40000,
DTL01979,ORD01202,ITEM056,1,51000,51000,
DTL01980,ORD01203,ITEM031,1,21000,21000,
DTL01981,ORD01203,ITEM033,1,39000,39000,
DTL01982,ORD01203,ITEM005,1,28000,28000,
DTL01983,ORD01204,ITEM058,1,52000,52000,
DTL01984,ORD01205,ITEM030,1,27000,27000,
DTL01985,ORD01206,ITEM033,1,39000,39000,
DTL01986,ORD01206,ITEM052,1,56000,56000,
DTL01987,ORD01207,ITEM080,1,34000,34000,
DTL01988,ORD01208,ITEM071,2,26000,52000,
DTL01989,ORD01209,ITEM008,1,36000,36000,extra hot
DTL01990,ORD01209,ITEM064,1,38000,38000,
DTL01991,ORD01210,ITEM025,2,41000,82000,
DTL01992,ORD01211,ITEM059,1,73000,73000,
DTL01993,ORD01211,ITEM073,1,22000,22000,
DTL01994,ORD01212,ITEM028,2,27000,54000,
DTL01995,ORD01213,ITEM017,1,36000,36000,
DTL01996,ORD01213,ITEM075,2,29000,58000,
DTL01997,ORD01214,ITEM076,1,28000,28000,
DTL01998,ORD01215,ITEM008,1,36000,36000,
DTL01999,ORD01215,ITEM068,1,39000,39000,
DTL02000,ORD01215,ITEM011,1,49000,49000,
DTL02001,ORD01215,ITEM031,3,21000,63000,
DTL02002,ORD01216,ITEM031,1,21000,21000,
DTL02003,ORD01217,ITEM038,1,39000,39000,
DTL02004,ORD01218,ITEM064,2,38000,76000,
DTL02005,ORD01219,ITEM069,1,60000,60000,extra hot
DTL02006,ORD01219,ITEM003,1,37000,37000,
DTL02007,ORD01220,ITEM068,2,39000,78000,
DTL02008,ORD01220,ITEM017,1,36000,36000,
DTL02009,ORD01221,ITEM041,1,26000,26000,no ice
DTL02010,ORD01221,ITEM001,1,29000,29000,
DTL02011,ORD01221,ITEM047,1,20000,20000,
DTL02012,ORD01222,ITEM073,1,22000,22000,
DTL02013,ORD01223,ITEM044,1,39000,39000,
DTL02014,ORD01223,ITEM015,1,50000,50000,
DTL02015,ORD01224,ITEM032,1,27000,27000,gula sedikit
DTL02016,ORD01225,ITEM040,2,24000,48000,
DTL02017,ORD01225,ITEM027,3,35000,105000,
DTL02018,ORD01226,ITEM008,2,36000,72000,
DTL02019,ORD01227,ITEM075,1,29000,29000,tanpa susu
DTL02020,ORD01228,ITEM044,1,39000,39000,
DTL02021,ORD01228,ITEM075,1,29000,29000,
DTL02022,ORD01229,ITEM035,1,30000,30000,
DTL02023,ORD01230,ITEM061,1,59000,59000,
DTL02024,ORD01231,ITEM011,2,49000,98000,
DTL02025,ORD01232,ITEM058,1,52000,52000,less ice
DTL02026,ORD01233,ITEM062,1,44000,44000,
DTL02027,ORD01233,ITEM016,2,40000,80000,
DTL02028,ORD01234,ITEM053,1,68000,68000,
DTL02029,ORD01234,ITEM015,1,50000,50000,
DTL02030,ORD01235,ITEM056,1,51000,51000,
DTL02031,ORD01235,ITEM057,2,72000,144000,
DTL02032,ORD01236,ITEM057,1,72000,72000,tanpa gula
DTL02033,ORD01237,ITEM034,1,30000,30000,
DTL02034,ORD01237,ITEM041,1,26000,26000,
DTL02035,ORD01237,ITEM078,1,18000,18000,extra hot
DTL02036,ORD01238,ITEM009,1,24000,24000,
DTL02037,ORD01238,ITEM012,2,51000,102000,
DTL02038,ORD01239,ITEM033,1,39000,39000,
DTL02039,ORD01240,ITEM059,1,73000,73000,
DTL02040,ORD01241,ITEM013,1,40000,40000,
DTL02041,ORD01242,ITEM071,2,26000,52000,no ice
DTL02042,ORD01243,ITEM022,1,52000,52000,
DTL02043,ORD01244,ITEM056,1,51000,51000,
DTL02044,ORD01244,ITEM040,1,24000,24000,ekstra creamer
DTL02045,ORD01244,ITEM080,3,34000,102000,
DTL02046,ORD01245,ITEM040,3,24000,72000,
DTL02047,ORD01246,ITEM071,1,26000,26000,ekstra creamer
DTL02048,ORD01246,ITEM054,1,65000,65000,
DTL02049,ORD01247,ITEM032,1,27000,27000,
DTL02050,ORD01247,ITEM061,1,59000,59000,
DTL02051,ORD01248,ITEM045,2,36000,72000,
DTL02052,ORD01249,ITEM063,1,67000,67000,
DTL02053,ORD01249,ITEM073,1,22000,22000,
DTL02054,ORD01250,ITEM066,3,45000,135000,
DTL02055,ORD01250,ITEM046,1,29000,29000,
DTL02056,ORD01250,ITEM047,1,20000,20000,
DTL02057,ORD01251,ITEM044,1,39000,39000,
DTL02058,ORD01252,ITEM029,1,37000,37000,
DTL02059,ORD01253,ITEM047,1,20000,20000,
DTL02060,ORD01254,ITEM076,1,28000,28000,less sugar
DTL02061,ORD01255,ITEM018,1,29000,29000,tanpa gula
DTL02062,ORD01255,ITEM031,1,21000,21000,
DTL02063,ORD01255,ITEM011,1,49000,49000,
DTL02064,ORD01255,ITEM028,1,27000,27000,extra hot
DTL02065,ORD01256,ITEM077,1,23000,23000,
DTL02066,ORD01257,ITEM052,3,56000,168000,
DTL02067,ORD01258,ITEM035,1,30000,30000,
DTL02068,ORD01258,ITEM074,1,27000,27000,dingin
DTL02069,ORD01259,ITEM051,2,49000,98000,
DTL02070,ORD01259,ITEM022,1,52000,52000,
DTL02071,ORD01260,ITEM072,1,18000,18000,extra hot
DTL02072,ORD01260,ITEM011,1,49000,49000,
DTL02073,ORD01261,ITEM027,2,35000,70000,tanpa gula
DTL02074,ORD01262,ITEM038,1,39000,39000,
DTL02075,ORD01262,ITEM050,1,27000,27000,panas
