order_id,outlet_id,order_date,order_time,total_amount,payment_method,order_type,staff_id
ORD02193,OUT006,2023-04-25,08:59:52,63000,Kartu Debit,takeaway,STF033
ORD01161,OUT006,2023-04-25,17:43:10,132000,GoPay,takeaway,STF036
ORD02291,OUT017,2023-04-25,19:51:37,40000,QRIS,dine_in,STF102
ORD01627,OUT011,2023-04-26,13:30:42,24000,Tunai,dine_in,STF064
ORD02380,OUT010,2023-04-26,17:38:31,136000,QRIS,delivery,STF060
ORD01238,OUT017,2023-04-26,21:38:36,126000,GoPay,takeaway,STF097
ORD01210,OUT014,2023-04-27,19:18:33,82000,Tunai,dine_in,STF081
ORD01798,OUT005,2023-04-27,19:49:22,193000,Kartu Debit,dine_in,STF026
ORD01073,OUT003,2023-04-27,22:35:49,71000,QRIS,dine_in,STF015
ORD01873,OUT016,2023-04-27,22:58:09,85000,Tunai,dine_in,STF093
ORD02137,OUT006,2023-04-28,07:30:49,157000,Kartu Debit,dine_in,STF032
ORD01031,OUT002,2023-04-28,08:05:39,46000,Kartu Debit,takeaway,STF007
ORD01884,OUT009,2023-04-28,08:19:32,27000,OVO,dine_in,STF053
ORD01207,OUT004,2023-04-28,10:09:17,34000,GoPay,takeaway,STF022
ORD01815,OUT007,2023-04-28,11:05:18,106000,QRIS,takeaway,STF042
ORD02071,OUT005,2023-04-28,13:04:17,40000,Kartu Debit,delivery,STF027
ORD01094,OUT005,2023-04-29,07:13:29,38000,QRIS,takeaway,STF025
ORD02495,OUT016,2023-04-29,08:51:08,63000,GoPay,takeaway,STF092
ORD01079,OUT003,2023-04-29,12:53:48,204000,Tunai,delivery,STF018
ORD01299,OUT004,2023-04-30,07:06:29,37000,Kartu Debit,takeaway,STF023
ORD02130,OUT012,2023-04-30,08:22:31,77000,QRIS,dine_in,STF068
ORD01098,OUT006,2023-04-30,12:12:52,36000,OVO,dine_in,STF032
ORD01931,OUT012,2023-04-30,13:05:36,61000,OVO,dine_in,STF068
ORD01403,OUT013,2023-04-30,13:42:46,39000,GoPay,delivery,STF077
ORD01600,OUT007,2023-04-30,13:47:58,53000,GoPay,takeaway,STF040
ORD01192,OUT010,2023-05-01,08:15:57,27000,GoPay,dine_in,STF060
ORD01918,OUT014,2023-05-01,10:09:30,158000,OVO,delivery,STF080
ORD02175,OUT010,2023-05-01,12:47:03,73000,Kartu Debit,delivery,STF057
ORD01371,OUT010,2023-05-01,17:39:18,79000,QRIS,takeaway,STF059
ORD02390,OUT013,2023-05-01,18:05:30,30000,Kartu Debit,delivery,STF073
ORD01697,OUT005,2023-05-01,18:09:14,54000,Tunai,takeaway,STF025
ORD01067,OUT004,2023-05-01,19:35:46,128000,OVO,dine_in,STF024
ORD01321,OUT017,2023-05-02,08:35:13,30000,Tunai,dine_in,STF101
ORD01156,OUT002,2023-05-02,18:16:53,104000,GoPay,takeaway,STF011
ORD01898,OUT001,2023-05-02,18:42:43,159000,GoPay,delivery,STF005
ORD01828,OUT012,2023-05-03,12:18:10,26000,QRIS,takeaway,STF069
ORD01462,OUT013,2023-05-03,17:11:22,27000,OVO,dine_in,STF073
ORD01865,OUT012,2023-05-03,19:47:40,102000,OVO,dine_in,STF070
ORD02107,OUT007,2023-05-03,22:30:50,51000,OVO,dine_in,STF042
ORD02091,OUT002,2023-05-04,07:20:58,29000,GoPay,takeaway,STF007
ORD01014,OUT006,2023-05-04,12:31:49,24000,GoPay,takeaway,STF035
ORD01916,OUT004,2023-05-04,17:55:33,50000,OVO,dine_in,STF024
ORD01785,OUT016,2023-05-04,19:17:23,52000,QRIS,dine_in,STF092
ORD01315,OUT008,2023-05-04,19:56:11,68000,GoPay,delivery,STF044
ORD02327,OUT013,2023-05-04,21:18:13,39000,Tunai,delivery,STF077
ORD01313,OUT009,2023-05-05,07:05:24,139000,QRIS,takeaway,STF050
ORD02100,OUT013,2023-05-05,07:26:32,125000,QRIS,delivery,STF078
ORD01917,OUT002,2023-05-05,08:38:22,27000,Kartu Debit,dine_in,STF009
ORD01896,OUT004,2023-05-05,13:03:06,40000,QRIS,dine_in,STF020
ORD01355,OUT013,2023-05-05,22:55:51,26000,OVO,dine_in,STF073
ORD02496,OUT001,2023-05-06,12:43:46,26000,QRIS,dine_in,STF001
ORD01694,OUT006,2023-05-06,14:10:57,84000,QRIS,dine_in,STF036
ORD01988,OUT011,2023-05-06,18:36:18,60000,OVO,dine_in,STF065
ORD01558,OUT007,2023-05-07,07:10:15,104000,QRIS,dine_in,STF037
ORD01777,OUT004,2023-05-07,07:52:54,76000,Kartu Debit,dine_in,STF020
ORD02278,OUT005,2023-05-07,13:03:01,40000,QRIS,dine_in,STF027
ORD02409,OUT004,2023-05-07,13:19:47,209000,QRIS,dine_in,STF022
ORD01320,OUT017,2023-05-07,15:21:56,29000,OVO,dine_in,STF102
ORD02184,OUT004,2023-05-07,22:36:56,27000,Tunai,dine_in,STF023
ORD01887,OUT010,2023-05-08,17:23:14,67000,GoPay,dine_in,STF060
ORD01664,OUT004,2023-05-09,07:04:27,111000,Tunai,dine_in,STF020
ORD02396,OUT014,2023-05-09,08:48:04,58000,OVO,takeaway,STF083
ORD02459,OUT007,2023-05-09,12:02:03,173000,OVO,dine_in,STF037
ORD01880,OUT016,2023-05-09,19:08:54,96000,GoPay,delivery,STF093
ORD02057,OUT008,2023-05-10,07:50:25,54000,Kartu Debit,dine_in,STF046
ORD01084,OUT007,2023-05-10,12:52:41,50000,Tunai,dine_in,STF042
ORD01513,OUT014,2023-05-10,18:10:22,73000,OVO,takeaway,STF080
ORD01059,OUT002,2023-05-10,19:31:29,28000,Tunai,takeaway,STF009
ORD01329,OUT010,2023-05-11,07:28:27,27000,QRIS,dine_in,STF060
ORD01682,OUT006,2023-05-11,12:00:00,28000,GoPay,dine_in,STF035
ORD02350,OUT016,2023-05-11,13:25:06,172000,GoPay,delivery,STF092
ORD01476,OUT013,2023-05-11,20:13:11,164000,GoPay,dine_in,STF073
ORD01368,OUT002,2023-05-12,08:01:26,123000,OVO,dine_in,STF009
ORD02377,OUT003,2023-05-12,15:14:00,131000,Tunai,dine_in,STF013
ORD02356,OUT004,2023-05-12,19:35:53,90000,OVO,dine_in,STF023
ORD01068,OUT005,2023-05-13,12:42:16,41000,QRIS,dine_in,STF029
ORD01436,OUT001,2023-05-13,13:57:24,80000,OVO,takeaway,STF004
ORD02155,OUT009,2023-05-13,17:17:48,34000,OVO,delivery,STF053
ORD01539,OUT011,2023-05-13,19:43:33,56000,QRIS,dine_in,STF064
ORD01251,OUT012,2023-05-13,19:50:08,39000,Tunai,dine_in,STF071
ORD01229,OUT013,2023-05-14,08:10:48,30000,GoPay,takeaway,STF076
ORD01174,OUT010,2023-05-14,08:19:40,101000,Tunai,dine_in,STF060
ORD02423,OUT009,2023-05-14,08:35:35,204000,Tunai,takeaway,STF051
ORD01633,OUT019,2023-05-14,17:47:05,45000,Kartu Debit,delivery,STF111
ORD01391,OUT011,2023-05-14,17:50:53,65000,Tunai,dine_in,STF063
ORD01171,OUT006,2023-05-14,18:58:20,79000,GoPay,takeaway,STF033
ORD01194,OUT011,2023-05-14,22:39:45,104000,Kartu Debit,dine_in,STF062
ORD02274,OUT009,2023-05-15,13:01:31,52000,GoPay,dine_in,STF053
ORD01788,OUT019,2023-05-15,15:05:29,27000,Kartu Debit,dine_in,STF113
ORD01372,OUT011,2023-05-15,16:47:14,65000,OVO,delivery,STF063
ORD01333,OUT013,2023-05-15,17:21:51,174000,OVO,dine_in,STF076
ORD01542,OUT001,2023-05-15,17:25:37,27000,Kartu Debit,dine_in,STF002
ORD01576,OUT001,2023-05-15,17:52:53,37000,GoPay,takeaway,STF004
ORD01953,OUT001,2023-05-16,07:55:30,38000,QRIS,takeaway,STF004
ORD01258,OUT012,2023-05-16,12:19:08,57000,GoPay,delivery,STF072
ORD02338,OUT006,2023-05-16,16:49:55,27000,OVO,dine_in,STF033
ORD01233,OUT002,2023-05-17,12:14:45,124000,GoPay,dine_in,STF007
ORD01599,OUT017,2023-05-17,12:49:53,59000,QRIS,takeaway,STF097
ORD01981,OUT016,2023-05-17,17:31:47,88000,GoPay,dine_in,STF092
ORD02412,OUT014,2023-05-17,19:55:27,94000,Kartu Debit,dine_in,STF080
ORD02400,OUT006,2023-05-17,22:06:42,38000,Kartu Debit,delivery,STF033
ORD02246,OUT008,2023-05-18,07:47:00,30000,QRIS,dine_in,STF048
ORD01034,OUT004,2023-05-18,12:34:07,54000,Kartu Debit,takeaway,STF024
ORD02087,OUT012,2023-05-18,14:39:12,37000,OVO,dine_in,STF072
ORD02020,OUT007,2023-05-19,13:14:51,87000,OVO,dine_in,STF038
ORD01690,OUT009,2023-05-19,19:51:54,23000,GoPay,dine_in,STF050
ORD01035,OUT006,2023-05-20,07:32:32,60000,GoPay,takeaway,STF032
ORD02314,OUT005,2023-05-20,18:30:23,99000,GoPay,dine_in,STF027
ORD01894,OUT002,2023-05-20,19:46:50,119000,OVO,dine_in,STF011
ORD01366,OUT013,2023-05-20,21:51:58,76000,OVO,takeaway,STF073
ORD01751,OUT004,2023-05-21,13:52:30,119000,Tunai,delivery,STF019
ORD02254,OUT019,2023-05-21,14:46:32,30000,QRIS,dine_in,STF114
ORD01724,OUT004,2023-05-21,17:10:13,72000,OVO,delivery,STF022
ORD01575,OUT008,2023-05-21,17:36:11,111000,Tunai,dine_in,STF043
ORD02403,OUT017,2023-05-21,19:30:55,133000,Tunai,dine_in,STF098
ORD02279,OUT003,2023-05-21,20:12:15,29000,GoPay,dine_in,STF015
ORD01373,OUT009,2023-05-22,12:14:36,35000,OVO,takeaway,STF051
ORD01742,OUT008,2023-05-22,18:11:39,51000,QRIS,dine_in,STF045
ORD02187,OUT010,2023-05-22,18:57:41,50000,Tunai,dine_in,STF057
ORD02000,OUT019,2023-05-22,19:13:12,54000,OVO,takeaway,STF111
ORD02379,OUT008,2023-05-22,21:10:39,29000,QRIS,takeaway,STF046
ORD01495,OUT017,2023-05-22,21:47:45,49000,Tunai,dine_in,STF100
ORD02462,OUT002,2023-05-23,08:35:06,80000,GoPay,takeaway,STF007
ORD01790,OUT006,2023-05-23,13:03:15,88000,Kartu Debit,dine_in,STF032
ORD02486,OUT003,2023-05-23,21:08:44,117000,QRIS,takeaway,STF014
ORD01551,OUT009,2023-05-24,08:54:07,38000,QRIS,dine_in,STF053
ORD01757,OUT017,2023-05-24,15:34:50,58000,GoPay,dine_in,STF097
ORD02337,OUT019,2023-05-24,18:20:03,72000,GoPay,dine_in,STF111
ORD02111,OUT007,2023-05-25,08:49:42,69000,GoPay,dine_in,STF037
ORD01411,OUT004,2023-05-25,10:05:30,106000,Tunai,takeaway,STF020
ORD01582,OUT009,2023-05-25,20:19:08,66000,OVO,delivery,STF050
ORD01459,OUT002,2023-05-26,08:19:13,98000,Kartu Debit,takeaway,STF008
ORD01799,OUT003,2023-05-26,12:28:46,36000,OVO,dine_in,STF017
ORD01667,OUT013,2023-05-26,13:43:09,152000,GoPay,delivery,STF077
ORD01652,OUT007,2023-05-26,16:48:21,115000,QRIS,takeaway,STF038
ORD02353,OUT004,2023-05-26,17:38:27,137000,Tunai,delivery,STF024
ORD01824,OUT019,2023-05-26,17:40:00,45000,GoPay,takeaway,STF113
ORD01499,OUT009,2023-05-26,18:17:55,24000,QRIS,takeaway,STF051
ORD01938,OUT009,2023-05-26,19:42:24,18000,QRIS,takeaway,STF051
ORD02259,OUT012,2023-05-27,14:39:22,65000,GoPay,delivery,STF070
ORD01376,OUT007,2023-05-27,20:23:21,84000,QRIS,takeaway,STF038
ORD01305,OUT013,2023-05-28,13:19:49,65000,Kartu Debit,dine_in,STF075
ORD01721,OUT013,2023-05-28,14:12:49,157000,GoPay,dine_in,STF077
ORD02436,OUT005,2023-05-28,14:30:38,36000,QRIS,takeaway,STF025
ORD01548,OUT004,2023-05-28,17:25:36,100000,Tunai,dine_in,STF019
ORD02264,OUT008,2023-05-29,07:36:16,28000,GoPay,dine_in,STF048
ORD01295,OUT019,2023-05-29,12:34:27,90000,GoPay,delivery,STF114
ORD01869,OUT017,2023-05-29,13:53:19,63000,QRIS,dine_in,STF098
ORD02441,OUT008,2023-05-29,17:21:56,110000,QRIS,takeaway,STF044
ORD02464,OUT004,2023-05-29,17:52:12,91000,GoPay,dine_in,STF019
ORD01844,OUT005,2023-05-29,19:02:44,52000,Kartu Debit,delivery,STF026
ORD02454,OUT019,2023-05-30,10:42:34,47000,GoPay,dine_in,STF112
ORD01390,OUT005,2023-05-30,12:03:28,73000,Kartu Debit,takeaway,STF027
ORD02195,OUT003,2023-05-30,17:21:56,176000,GoPay,takeaway,STF014
ORD01536,OUT010,2023-05-30,18:53:23,91000,Kartu Debit,dine_in,STF058
ORD01493,OUT008,2023-05-30,19:29:15,28000,Tunai,dine_in,STF047
ORD02295,OUT011,2023-05-31,07:47:48,209000,Kartu Debit,takeaway,STF063
ORD01613,OUT005,2023-05-31,12:08:54,68000,Kartu Debit,delivery,STF027
ORD02250,OUT002,2023-05-31,13:30:35,86000,QRIS,dine_in,STF009
ORD01772,OUT003,2023-05-31,15:07:53,118000,OVO,dine_in,STF017
ORD01590,OUT004,2023-05-31,17:58:33,52000,OVO,dine_in,STF020
ORD02372,OUT010,2023-06-01,11:40:20,117000,OVO,dine_in,STF055
ORD01926,OUT006,2023-06-01,15:09:42,79000,Kartu Debit,dine_in,STF032
ORD01623,OUT005,2023-06-01,17:39:45,30000,Tunai,dine_in,STF025
ORD01834,OUT007,2023-06-01,22:13:56,123000,Kartu Debit,dine_in,STF039
ORD01688,OUT001,2023-06-02,07:29:13,90000,QRIS,delivery,STF005
ORD01407,OUT013,2023-06-02,10:48:37,18000,GoPay,takeaway,STF076
ORD01038,OUT012,2023-06-02,13:24:24,21000,OVO,dine_in,STF068
ORD01552,OUT020,2023-06-02,17:02:47,82000,QRIS,delivery,STF118
ORD01218,OUT020,2023-06-02,18:51:55,76000,Kartu Debit,dine_in,STF120
ORD01135,OUT011,2023-06-02,19:42:58,50000,Tunai,delivery,STF065
ORD01717,OUT007,2023-06-03,13:54:30,36000,Kartu Debit,dine_in,STF040
ORD02261,OUT003,2023-06-03,18:31:18,27000,Kartu Debit,dine_in,STF015
ORD01568,OUT004,2023-06-03,19:03:33,47000,QRIS,takeaway,STF024
ORD01965,OUT010,2023-06-04,07:12:20,70000,Tunai,dine_in,STF057
ORD01950,OUT016,2023-06-04,12:29:29,47000,QRIS,dine_in,STF096
ORD01255,OUT020,2023-06-04,17:33:25,126000,QRIS,delivery,STF120
ORD01684,OUT009,2023-06-04,19:32:37,21000,Tunai,takeaway,STF051
ORD01531,OUT001,2023-06-04,20:38:51,182000,GoPay,dine_in,STF004
ORD02303,OUT006,2023-06-04,22:13:46,111000,Kartu Debit,delivery,STF035
ORD01570,OUT001,2023-06-04,22:31:02,69000,QRIS,takeaway,STF005
ORD01976,OUT011,2023-06-05,17:47:11,26000,Tunai,takeaway,STF061
ORD02041,OUT003,2023-06-05,19:48:05,27000,GoPay,takeaway,STF014
ORD01999,OUT007,2023-06-06,12:30:24,145000,QRIS,takeaway,STF037
ORD01018,OUT012,2023-06-06,12:33:43,101000,QRIS,dine_in,STF070
ORD01621,OUT003,2023-06-06,14:54:02,36000,OVO,delivery,STF018
ORD01267,OUT002,2023-06-06,17:30:37,45000,Kartu Debit,dine_in,STF011
ORD02083,OUT016,2023-06-06,17:34:40,85000,OVO,delivery,STF096
ORD01055,OUT019,2023-06-07,08:44:18,105000,GoPay,takeaway,STF113
ORD02391,OUT019,2023-06-07,13:46:21,76000,Tunai,dine_in,STF113
ORD02394,OUT020,2023-06-07,16:11:27,40000,QRIS,dine_in,STF116
ORD01515,OUT008,2023-06-07,18:37:50,47000,OVO,takeaway,STF047
ORD02321,OUT012,2023-06-07,19:44:09,64000,GoPay,dine_in,STF071
ORD01508,OUT007,2023-06-08,08:16:15,73000,OVO,takeaway,STF040
ORD01069,OUT010,2023-06-08,09:04:09,78000,GoPay,dine_in,STF056
ORD01760,OUT020,2023-06-09,09:56:39,108000,Tunai,dine_in,STF116
ORD01663,OUT017,2023-06-09,12:14:46,47000,QRIS,dine_in,STF102
ORD01076,OUT008,2023-06-09,13:18:02,118000,GoPay,dine_in,STF045
ORD01642,OUT001,2023-06-10,13:43:00,33000,QRIS,takeaway,STF004
ORD01810,OUT013,2023-06-10,19:39:30,39000,QRIS,dine_in,STF078
ORD01631,OUT008,2023-06-11,07:44:53,35000,QRIS,takeaway,STF045
ORD01723,OUT020,2023-06-11,08:46:28,123000,QRIS,takeaway,STF116
ORD01250,OUT010,2023-06-11,12:31:48,184000,QRIS,dine_in,STF059
ORD01963,OUT017,2023-06-11,20:11:58,24000,GoPay,dine_in,STF099
ORD01524,OUT019,2023-06-11,22:53:09,18000,GoPay,dine_in,STF114
ORD01816,OUT009,2023-06-12,13:31:25,21000,Kartu Debit,delivery,STF051
ORD01954,OUT003,2023-06-12,13:41:49,78000,OVO,dine_in,STF018
ORD01635,OUT010,2023-06-13,10:34:17,61000,GoPay,delivery,STF056
ORD01193,OUT007,2023-06-13,12:17:26,52000,GoPay,takeaway,STF042
ORD01783,OUT001,2023-06-13,17:22:58,105000,QRIS,dine_in,STF006
ORD02255,OUT002,2023-06-14,09:02:34,39000,Kartu Debit,dine_in,STF007
ORD01243,OUT019,2023-06-15,08:34:34,52000,Kartu Debit,dine_in,STF114
ORD01465,OUT016,2023-06-15,13:21:34,202000,Tunai,dine_in,STF093
ORD02362,OUT019,2023-06-15,13:56:35,50000,Tunai,delivery,STF114
ORD02086,OUT017,2023-06-15,17:20:16,90000,Tunai,dine_in,STF102
ORD02256,OUT007,2023-06-16,07:08:40,63000,Tunai,takeaway,STF040
ORD01183,OUT004,2023-06-16,09:13:00,27000,OVO,dine_in,STF023
ORD02219,OUT002,2023-06-17,09:02:59,74000,Tunai,dine_in,STF007
ORD01789,OUT004,2023-06-17,12:29:18,22000,Tunai,dine_in,STF023
ORD01998,OUT003,2023-06-17,18:40:09,33000,GoPay,dine_in,STF014
ORD02040,OUT008,2023-06-17,22:19:21,56000,OVO,dine_in,STF047
ORD01755,OUT007,2023-06-18,07:02:06,29000,QRIS,dine_in,STF038
ORD01651,OUT010,2023-06-18,07:07:35,72000,GoPay,delivery,STF059
ORD02044,OUT001,2023-06-18,13:16:34,52000,OVO,delivery,STF006
ORD01605,OUT003,2023-06-18,13:49:02,136000,GoPay,takeaway,STF013
ORD01944,OUT006,2023-06-19,10:19:02,89000,GoPay,dine_in,STF031
ORD01293,OUT019,2023-06-19,13:51:19,87000,QRIS,dine_in,STF112
ORD01163,OUT002,2023-06-19,14:42:53,144000,QRIS,takeaway,STF012
ORD02226,OUT009,2023-06-19,17:36:35,27000,QRIS,dine_in,STF050
ORD02167,OUT012,2023-06-19,18:01:01,36000,QRIS,dine_in,STF068
ORD01715,OUT003,2023-06-19,18:42:19,36000,Tunai,dine_in,STF014
ORD01182,OUT014,2023-06-20,19:00:56,142000,GoPay,dine_in,STF080
ORD02061,OUT012,2023-06-20,22:35:55,79000,QRIS,takeaway,STF072
ORD02047,OUT016,2023-06-20,22:57:16,66000,OVO,dine_in,STF092
ORD01282,OUT012,2023-06-21,07:29:31,65000,QRIS,dine_in,STF068
ORD01310,OUT006,2023-06-21,08:10:40,51000,OVO,dine_in,STF031
ORD01126,OUT004,2023-06-21,10:35:08,51000,Tunai,takeaway,STF019
ORD01081,OUT003,2023-06-21,18:58:36,29000,Kartu Debit,dine_in,STF013
ORD01430,OUT017,2023-06-22,10:35:22,45000,QRIS,dine_in,STF097
ORD01062,OUT012,2023-06-22,13:49:52,27000,QRIS,dine_in,STF069
ORD02109,OUT010,2023-06-22,18:03:21,28000,OVO,takeaway,STF055
ORD02202,OUT012,2023-06-22,19:06:29,39000,Kartu Debit,takeaway,STF068
ORD01070,OUT016,2023-06-22,19:53:49,33000,QRIS,takeaway,STF096
ORD02365,OUT002,2023-06-23,07:40:23,51000,Kartu Debit,dine_in,STF009
ORD01127,OUT017,2023-06-23,10:46:58,156000,QRIS,dine_in,STF101
ORD01554,OUT020,2023-06-23,17:07:52,80000,QRIS,dine_in,STF118
ORD02413,OUT017,2023-06-23,17:09:50,24000,GoPay,delivery,STF101
ORD01659,OUT017,2023-06-23,21:25:35,111000,GoPay,dine_in,STF102
ORD01319,OUT002,2023-06-23,22:34:48,51000,Kartu Debit,takeaway,STF008
ORD01240,OUT001,2023-06-24,08:02:58,73000,OVO,dine_in,STF006
ORD01535,OUT004,2023-06-24,08:24:54,30000,Tunai,dine_in,STF024
ORD02310,OUT009,2023-06-24,13:08:27,138000,QRIS,takeaway,STF051
ORD02058,OUT007,2023-06-24,13:20:49,27000,GoPay,takeaway,STF039
ORD02389,OUT020,2023-06-24,17:42:19,24000,QRIS,dine_in,STF115
ORD02460,OUT001,2023-06-24,18:06:15,34000,OVO,dine_in,STF006
ORD02224,OUT011,2023-06-25,07:51:50,93000,QRIS,dine_in,STF065
ORD01969,OUT011,2023-06-25,08:51:36,248000,QRIS,dine_in,STF061
ORD01875,OUT020,2023-06-25,12:14:56,90000,GoPay,dine_in,STF120
ORD02210,OUT009,2023-06-25,13:13:28,22000,Tunai,takeaway,STF053
ORD01641,OUT002,2023-06-25,13:15:11,101000,Tunai,dine_in,STF007
ORD01422,OUT006,2023-06-25,17:17:42,38000,QRIS,delivery,STF036
ORD02221,OUT017,2023-06-25,17:40:14,74000,Tunai,takeaway,STF099
ORD02324,OUT014,2023-06-26,09:43:43,52000,Kartu Debit,dine_in,STF080
ORD01806,OUT014,2023-06-26,18:32:54,26000,QRIS,dine_in,STF083
ORD01901,OUT013,2023-06-26,19:07:38,25000,GoPay,takeaway,STF077
ORD02008,OUT017,2023-06-27,13:22:24,128000,Kartu Debit,dine_in,STF101
ORD01851,OUT001,2023-06-27,14:04:53,66000,GoPay,dine_in,STF004
ORD01303,OUT006,2023-06-27,15:28:40,150000,Tunai,dine_in,STF031
ORD01043,OUT016,2023-06-27,16:23:03,114000,QRIS,takeaway,STF092
ORD01767,OUT004,2023-06-28,07:04:45,24000,OVO,dine_in,STF022
ORD01857,OUT020,2023-06-28,12:39:30,22000,QRIS,takeaway,STF116
ORD01426,OUT020,2023-06-28,16:49:37,40000,QRIS,dine_in,STF118
ORD01217,OUT006,2023-06-28,17:43:22,39000,QRIS,takeaway,STF036
ORD01418,OUT008,2023-06-28,21:47:38,37000,Kartu Debit,dine_in,STF047
ORD01650,OUT016,2023-06-28,22:59:18,197000,Tunai,dine_in,STF093
ORD01469,OUT011,2023-06-29,18:15:53,173000,Kartu Debit,dine_in,STF065
ORD01096,OUT017,2023-06-29,18:48:44,151000,Kartu Debit,dine_in,STF100
ORD01510,OUT013,2023-06-29,19:09:54,145000,GoPay,dine_in,STF073
ORD02404,OUT014,2023-06-29,19:55:51,72000,OVO,delivery,STF081
ORD02385,OUT014,2023-06-30,07:43:28,27000,QRIS,delivery,STF080
ORD02378,OUT010,2023-06-30,16:17:59,92000,OVO,dine_in,STF055
ORD01087,OUT013,2023-06-30,18:54:42,130000,OVO,takeaway,STF077
ORD01071,OUT003,2023-06-30,19:12:34,140000,OVO,delivery,STF013
ORD02265,OUT006,2023-07-01,12:37:36,26000,GoPay,delivery,STF031
ORD01868,OUT014,2023-07-01,13:42:47,98000,OVO,takeaway,STF080
ORD01041,OUT010,2023-07-01,22:02:59,58000,QRIS,dine_in,STF057
ORD01853,OUT014,2023-07-02,10:25:51,98000,QRIS,takeaway,STF082
ORD01955,OUT013,2023-07-02,11:15:47,69000,OVO,delivery,STF076
ORD01378,OUT013,2023-07-02,17:25:12,118000,OVO,takeaway,STF076
ORD02068,OUT004,2023-07-02,18:43:36,24000,QRIS,dine_in,STF022
ORD02415,OUT019,2023-07-03,07:27:05,149000,OVO,dine_in,STF112
ORD01239,OUT008,2023-07-03,12:52:55,39000,OVO,delivery,STF046
ORD02386,OUT020,2023-07-03,19:59:13,24000,QRIS,takeaway,STF116
ORD01029,OUT012,2023-07-04,13:27:46,56000,QRIS,takeaway,STF068
ORD01216,OUT010,2023-07-04,15:31:19,21000,OVO,takeaway,STF056
ORD01975,OUT014,2023-07-04,16:42:49,67000,OVO,dine_in,STF082
ORD02393,OUT007,2023-07-04,20:04:13,35000,Kartu Debit,dine_in,STF037
ORD01897,OUT006,2023-07-05,12:02:49,107000,Tunai,delivery,STF032
ORD02430,OUT006,2023-07-05,13:43:26,147000,Kartu Debit,takeaway,STF035
ORD01867,OUT007,2023-07-05,15:23:14,51000,OVO,dine_in,STF042
ORD01358,OUT002,2023-07-05,17:04:51,132000,GoPay,delivery,STF007
ORD02144,OUT005,2023-07-05,17:53:54,27000,Tunai,dine_in,STF027
ORD01922,OUT010,2023-07-05,21:08:40,127000,OVO,delivery,STF055
ORD01645,OUT001,2023-07-06,07:08:47,29000,QRIS,dine_in,STF006
ORD01387,OUT016,2023-07-06,07:28:54,76000,QRIS,dine_in,STF093
ORD02141,OUT012,2023-07-06,07:30:55,108000,OVO,dine_in,STF071
ORD02072,OUT004,2023-07-06,07:36:27,58000,QRIS,takeaway,STF023
ORD01739,OUT006,2023-07-06,13:07:50,105000,OVO,dine_in,STF032
ORD01843,OUT014,2023-07-06,17:09:19,105000,QRIS,takeaway,STF081
ORD01181,OUT014,2023-07-06,17:50:45,108000,Tunai,dine_in,STF080
ORD02273,OUT017,2023-07-06,19:55:01,41000,GoPay,dine_in,STF102
ORD01956,OUT014,2023-07-07,08:58:12,28000,Kartu Debit,dine_in,STF082
ORD01978,OUT020,2023-07-07,17:59:08,112000,GoPay,delivery,STF115
ORD02257,OUT013,2023-07-07,18:29:44,22000,Tunai,delivery,STF076
ORD01173,OUT012,2023-07-07,18:31:33,28000,OVO,dine_in,STF072
ORD01657,OUT009,2023-07-07,18:51:20,63000,Kartu Debit,takeaway,STF053
ORD01186,OUT006,2023-07-08,07:33:13,97000,GoPay,delivery,STF035
ORD01809,OUT008,2023-07-08,08:31:11,27000,OVO,dine_in,STF045
ORD01592,OUT003,2023-07-08,09:33:23,63000,QRIS,delivery,STF018
ORD02434,OUT007,2023-07-08,09:54:03,27000,QRIS,delivery,STF042
ORD02258,OUT012,2023-07-08,12:20:57,49000,Tunai,dine_in,STF071
ORD02440,OUT010,2023-07-08,13:17:06,81000,QRIS,delivery,STF055
ORD01086,OUT004,2023-07-08,13:24:42,42000,QRIS,delivery,STF022
ORD01283,OUT020,2023-07-08,17:45:37,41000,QRIS,dine_in,STF120
ORD01117,OUT005,2023-07-08,20:13:06,100000,OVO,delivery,STF027
ORD02384,OUT019,2023-07-08,21:19:29,63000,QRIS,delivery,STF114
ORD01647,OUT001,2023-07-09,18:33:56,40000,Tunai,dine_in,STF005
ORD01649,OUT016,2023-07-09,18:38:23,89000,OVO,dine_in,STF096
ORD01337,OUT010,2023-07-09,18:58:00,138000,Tunai,dine_in,STF059
ORD02142,OUT007,2023-07-09,19:19:25,165000,OVO,takeaway,STF041
ORD02199,OUT009,2023-07-09,19:21:37,110000,OVO,dine_in,STF050
ORD02154,OUT020,2023-07-09,19:51:29,88000,GoPay,dine_in,STF120
ORD02368,OUT019,2023-07-09,19:54:12,87000,Kartu Debit,delivery,STF114
ORD02443,OUT003,2023-07-09,22:35:20,123000,Kartu Debit,dine_in,STF013
ORD02366,OUT009,2023-07-10,07:21:39,54000,Tunai,dine_in,STF051
ORD01961,OUT001,2023-07-10,18:25:21,24000,Tunai,takeaway,STF004
ORD01285,OUT010,2023-07-10,19:02:20,52000,QRIS,delivery,STF059
ORD01100,OUT006,2023-07-11,08:43:53,74000,QRIS,dine_in,STF031
ORD01169,OUT011,2023-07-11,08:59:33,47000,QRIS,takeaway,STF065
ORD01569,OUT005,2023-07-11,15:55:08,67000,GoPay,dine_in,STF026
